Type,Location,Part of Linkoping,Year Built,Rooms,Living Area,Land Area,price
Apartment,Linkoping,Garnisonen,2007,3,92.0,0.0,2484000
Apartment,Linkoping,Garnisonen,2014,3,95.0,0.0,2850000
Apartment,Linkoping,Garnisonen,2003,3,80.0,0.0,2160000
Apartment,Linkoping,Garnisonen,2012,2,65.0,0.0,1755000
Apartment,Linkoping,Garnisonen,2016,3,95.0,0.0,2900000
Apartment,Linkoping,Garnisonen,2005,3,90.0,0.0,2430000
Apartment,Linkoping,Garnisonen,2019,3,88.0,0.0,2360000
Apartment,Linkoping,Garnisonen,2015,2,75.0,0.0,2025000
Apartment,Linkoping,Garnisonen,2004,2,75.0,0.0,2025000
Apartment,Linkoping,Johannelund,1957,2,54.0,0.0,1495000
Apartment,Linkoping,Johannelund,1957,2,56.0,0.0,1400000
Apartment,Linkoping,Johannelund,1957,3,81.0,0.0,1395000
Apartment,Linkoping,Johannelund,1957,1,27.5,0.0,850000
Apartment,Linkoping,Johannelund,1959,2,54.0,0.0,1250000
Apartment,Linkoping,Johannelund,1957,2,52.5,0.0,1495000
Apartment,Linkoping,Johannelund,1964,2,63.0,0.0,1450000
Apartment,Linkoping,Johannelund,1960,2,60.0,0.0,1504000
Apartment,Linkoping,Johannelund,1958,3,75.0,0.0,1880000
Apartment,Linkoping,Johannelund,1961,1,28.0,0.0,702000
Apartment,Linkoping,Johannelund,1959,2,55.0,0.0,1379000
Apartment,Linkoping,Johannelund,1962,3,85.0,0.0,2126000
Apartment,Linkoping,Johannelund,1963,1,30.0,0.0,750000
Apartment,Linkoping,Johannelund,1960,2,50.0,0.0,1253000
Apartment,Linkoping,Johannelund,1965,1,27.0,0.0,676800
Apartment,Linkoping,Johannelund,1957,3,80.0,0.0,2005000
Apartment,Linkoping,Johannelund,1964,2,65.0,0.0,1629000
Apartment,Linkoping,Johannelund,1966,2,62.0,0.0,1554000
Apartment,Linkoping,Johannelund,1967,1,26.0,0.0,651000
Apartment,Linkoping,Johannelund,1965,3,78.0,0.0,1955000
Apartment,Linkoping,Johannelund,1962,2,53.0,0.0,1328000
Apartment,Linkoping,Johannelund,1963,3,82.0,0.0,2055000
Apartment,Linkoping,Johannelund,1961,1,29.0,0.0,726000
Apartment,Linkoping,Johannelund,1968,2,57.0,0.0,1435000
Apartment,Linkoping,Johannelund,1958,2,51.0,0.0,1280000
Apartment,Linkoping,Johannelund,1960,3,77.0,0.0,1930000
Apartment,Linkoping,Johannelund,1964,1,25.0,0.0,626000
Apartment,Linkoping,Johannelund,1966,2,62.0,0.0,1654000 
Apartment,Linkoping,Johannelund,1967,1,26.0,0.0,780000  
Apartment,Linkoping,Johannelund,1965,3,78.0,0.0,1950000 
Apartment,Linkoping,Johannelund,1962,2,53.0,0.0,1378000 
Apartment,Linkoping,Johannelund,1963,3,82.0,0.0,1854000 
Apartment,Linkoping,Johannelund,1961,1,29.0,0.0,812000  
Apartment,Linkoping,Johannelund,1968,2,57.0,0.0,1350000 
Apartment,Linkoping,Johannelund,1958,2,51.0,0.0,1530000 
Apartment,Linkoping,Johannelund,1960,3,77.0,0.0,1780000 
Apartment,Linkoping,Johannelund,1964,1,25.0,0.0,750000  
Apartment,Linkoping,Johannelund,1966,1,28.0,0.0,840000  
Apartment,Linkoping,Johannelund,1967,2,52.0,0.0,1300000 
Apartment,Linkoping,Johannelund,1965,3,80.0,0.0,1920000 
Apartment,Linkoping,Johannelund,1962,2,55.0,0.0,1375000 
Apartment,Linkoping,Johannelund,1963,3,85.0,0.0,2040000 
Apartment,Linkoping,Johannelund,1961,1,30.0,0.0,870000  
Apartment,Linkoping,Johannelund,1968,2,60.0,0.0,1500000 
Apartment,Linkoping,Johannelund,1958,1,26.0,0.0,780000  
Apartment,Linkoping,Johannelund,1960,3,83.0,0.0,2075000 
Apartment,Linkoping,Johannelund,1964,2,54.0,0.0,1350000 
Apartment,Linkoping,Johannelund,1969,1,27.0,0.0,810000   
Apartment,Linkoping,Johannelund,1970,2,60.0,0.0,1500000  
Apartment,Linkoping,Johannelund,1965,3,82.0,0.0,2000000  
Apartment,Linkoping,Johannelund,1971,2,55.0,0.0,1375000  
Apartment,Linkoping,Johannelund,1963,3,79.0,0.0,1900000  
Apartment,Linkoping,Johannelund,1960,1,28.0,0.0,840000   
Apartment,Linkoping,Johannelund,1966,2,53.0,0.0,1325000  
Apartment,Linkoping,Johannelund,1972,1,30.0,0.0,870000   
Apartment,Linkoping,Johannelund,1973,2,58.0,0.0,1450000  
Apartment,Linkoping,Johannelund,1974,3,81.0,0.0,1950000  
Apartment,Linkoping,Johannelund,1962,1,26.0,0.0,780000   
Apartment,Linkoping,Johannelund,1967,2,54.0,0.0,1350000  
Apartment,Linkoping,Johannelund,1961,3,84.0,0.0,2016000  
Apartment,Linkoping,Johannelund,1968,1,29.0,0.0,840000   
Apartment,Linkoping,Johannelund,1975,2,57.0,0.0,1430000
House,Linkoping,Johannelund,1976,6,116.0,162.0,3995000
House,Linkoping,Johannelund,1982,5,80.0,434.0,3500000
House,Linkoping,Johannelund,1978,6,116.0,200.0,4195000 
House,Linkoping,Johannelund,1980,6,116.0,250.0,4295000 
House,Linkoping,Johannelund,1981,6,116.0,300.0,4395000 
House,Linkoping,Johannelund,1979,5,80.0,400.0,3600000  
House,Linkoping,Johannelund,1983,5,80.0,350.0,3450000  
House,Linkoping,Johannelund,1984,5,80.0,300.0,3350000  
House,Linkoping,Johannelund,1985,5,80.0,450.0,3750000  
House,Linkoping,Johannelund,1977,4,100.0,500.0,4000000 
House,Linkoping,Johannelund,1975,4,100.0,600.0,4200000 
House,Linkoping,Johannelund,1976,4,100.0,700.0,4400000 
House,Linkoping,Johannelund,1977,4,100.0,800.0,4600000
House,Linkoping,Johannelund,1980,2,70.0,300.0,2200000 
House,Linkoping,Johannelund,1981,4,90.0,500.0,3000000 
House,Linkoping,Johannelund,1982,3,80.0,400.0,2600000 
House,Linkoping,Johannelund,1983,5,100.0,600.0,4000000
House,Linkoping,Johannelund,1984,2,60.0,350.0,1800000 
House,Linkoping,Johannelund,1985,3,75.0,450.0,2400000 
House,Linkoping,Johannelund,1986,4,85.0,550.0,3200000 
House,Linkoping,Johannelund,1987,5,110.0,700.0,4500000
House,Linkoping,Johannelund,1988,1,50.0,250.0,1500000 
House,Linkoping,Johannelund,1989,6,120.0,800.0,5000000
Apartment,Linkoping,Tannefors,1943,2,56.5,0.0,1895000
Apartment,Linkoping,Tannefors,1943,2,56.5,0.0,1895000
Apartment,Linkoping,Tannefors,1943,2,43.0,0.0,1695000
Apartment,Linkoping,Tannefors,1943,2,43.0,0.0,1395000
Apartment,Linkoping,Tannefors,1942,1,35.9,0.0,1195000
Apartment,Linkoping,Tannefors,1947,3,62.0,0.0,1850000
Apartment,Linkoping,Tannefors,1946,2,59.5,0.0,1795000
Apartment,Linkoping,Tannefors,1944,2,57.0,0.0,1995000  
Apartment,Linkoping,Tannefors,1945,1,40.0,0.0,1390000  
Apartment,Linkoping,Tannefors,1948,3,70.0,0.0,2200000  
Apartment,Linkoping,Tannefors,1946,2,45.0,0.0,1550000  
Apartment,Linkoping,Tannefors,1949,2,50.0,0.0,1750000  
Apartment,Linkoping,Tannefors,1950,3,65.0,0.0,2100000  
Apartment,Linkoping,Tannefors,1951,1,30.0,0.0,1150000  
Apartment,Linkoping,Tannefors,1952,2,55.0,0.0,1890000  
Apartment,Linkoping,Tannefors,1953,3,80.0,0.0,2400000  
Apartment,Linkoping,Tannefors,1954,2,42.0,0.0,1350000  
Apartment,Linkoping,Tannefors,1955,2,58.0,0.0,2050000  
Apartment,Linkoping,Tannefors,1942,1,37.5,0.0,1095000  
Apartment,Linkoping,Tannefors,1960,3,75.0,0.0,2250000  
Apartment,Linkoping,Tannefors,1957,2,48.0,0.0,1580000  
Apartment,Linkoping,Tannefors,1948,1,32.0,0.0,950000   
Apartment,Linkoping,Tannefors,1961,3,85.0,0.0,2650000  
Apartment,Linkoping,Tannefors,1956,2,54.0,0.0,1850000  
Apartment,Linkoping,Tannefors,1962,1,28.0,0.0,850000   
Apartment,Linkoping,Tannefors,1963,2,60.0,0.0,1990000
Apartment,Linkoping,Tannefors,1964,3,72.0,0.0,2400000
Apartment,Linkoping,Tannefors,1958,1,30.0,0.0,1170000
Apartment,Linkoping,Tannefors,1965,1,32.0,0.0,1240000
Apartment,Linkoping,Tannefors,1959,2,54.0,0.0,1755000
Apartment,Linkoping,Tannefors,1949,3,70.0,0.0,2100000
Apartment,Linkoping,Tannefors,1960,2,52.0,0.0,1670000
Apartment,Linkoping,Tannefors,1961,3,76.0,0.0,2300000
Apartment,Linkoping,Tannefors,1954,2,55.0,0.0,1790000
Apartment,Linkoping,Tannefors,1962,2,48.0,0.0,1550000
Apartment,Linkoping,Tannefors,1943,2,60.0,0.0,1990000
Apartment,Linkoping,Tannefors,1947,1,35.0,0.0,1080000
Apartment,Linkoping,Tannefors,1945,2,50.0,0.0,1650000
Apartment,Linkoping,Tannefors,1956,3,72.0,0.0,2250000
Apartment,Linkoping,Tannefors,1963,2,47.0,0.0,1450000
Apartment,Linkoping,Tannefors,1964,3,78.0,0.0,2400000
Apartment,Linkoping,Tannefors,1950,1,29.0,0.0,900000
Apartment,Linkoping,Tannefors,1952,2,55.0,0.0,2150000
Apartment,Linkoping,Tannefors,1948,1,31.0,0.0,950000
Apartment,Linkoping,Tannefors,1965,3,74.0,0.0,2400000
Apartment,Linkoping,Tannefors,1947,2,50.0,0.0,1650000
Apartment,Linkoping,Tannefors,1960,2,59.0,0.0,1995000
Apartment,Linkoping,Tannefors,1955,1,34.0,0.0,1050000
Apartment,Linkoping,Tannefors,1962,3,78.0,0.0,2450000
Apartment,Linkoping,Tannefors,1956,2,52.0,0.0,1600000
Apartment,Linkoping,Tannefors,1944,2,40.0,0.0,1350000
Apartment,Linkoping,Tannefors,1945,3,73.0,0.0,2200000
House,Linkoping,Tannefors,1929,10,277.0,832.0,9750000
House,Linkoping,Tannefors,1920,6,172.0,821.0,9750000
House,Linkoping,Tannefors,1935,5,150.0,500.0,4500000 
House,Linkoping,Tannefors,1942,7,220.0,600.0,5900000 
House,Linkoping,Tannefors,1950,4,120.0,400.0,3800000 
House,Linkoping,Tannefors,1960,6,180.0,700.0,7500000 
House,Linkoping,Tannefors,1970,5,250.0,800.0,8500000 
House,Linkoping,Tannefors,1980,8,300.0,900.0,10500000
House,Linkoping,Tannefors,1965,3,100.0,350.0,2900000 
House,Linkoping,Tannefors,1990,6,200.0,750.0,9500000 
House,Linkoping,Tannefors,1945,4,175.0,600.0,5500000 
House,Linkoping,Tannefors,1985,5,145.0,700.0,7000000 
House,Linkoping,Tannefors,1948,5,190.0,650.0,7200000 
House,Linkoping,Tannefors,1932,4,160.0,500.0,5200000 
House,Linkoping,Tannefors,1968,7,230.0,800.0,8800000 
House,Linkoping,Tannefors,1955,6,175.0,550.0,6000000 
House,Linkoping,Tannefors,1975,4,140.0,400.0,3900000 
House,Linkoping,Tannefors,1988,6,210.0,750.0,9400000 
House,Linkoping,Tannefors,1972,3,120.0,450.0,3600000 
House,Linkoping,Tannefors,1995,5,230.0,800.0,11000000
House,Linkoping,Tannefors,1963,5,200.0,600.0,8300000 
House,Linkoping,Tannefors,1983,6,160.0,700.0,6500000 
House,Linkoping,Tannefors,1949,4,150.0,500.0,4700000 
House,Linkoping,Tannefors,1982,7,240.0,900.0,10300000
House,Linkoping,Tannefors,1978,3,110.0,350.0,3200000 
House,Linkoping,Tannefors,1967,5,180.0,700.0,7800000 
House,Linkoping,Tannefors,1952,6,200.0,750.0,8800000 
House,Linkoping,Tannefors,1940,4,175.0,600.0,5200000 
House,Linkoping,Tannefors,1992,5,250.0,850.0,10700000
House,Linkoping,Tannefors,1964,4,140.0,400.0,3700000 
House,Linkoping,Tannefors,1987,6,220.0,900.0,9500000 
House,Linkoping,Tannefors,1930,3,130.0,500.0,3900000 
House,Linkoping,Tannefors,1961,5,160.0,600.0,6000000 
House,Linkoping,Tannefors,1943,4,140.0,450.0,4500000 
House,Linkoping,Tannefors,1974,6,200.0,700.0,7800000 
House,Linkoping,Tannefors,1991,5,210.0,850.0,9500000 
House,Linkoping,Tannefors,1989,4,145.0,500.0,6800000 
House,Linkoping,Tannefors,1979,3,130.0,400.0,3100000 
House,Linkoping,Tannefors,1969,7,250.0,800.0,9500000 
House,Linkoping,Tannefors,1957,5,190.0,700.0,8300000 
House,Linkoping,Tannefors,1984,6,220.0,900.0,10500000
House,Linkoping,Tannefors,1953,5,170.0,600.0,5900000 
House,Linkoping,Tannefors,1944,4,155.0,500.0,4600000 
House,Linkoping,Tannefors,1981,6,240.0,850.0,10000000
Apartment,Linkoping,Vidingsjo,1976,3,79.0,0.0,2395000
Apartment,Linkoping,Vidingsjo,1976,3,79.0,0.0,1995000
Apartment,Linkoping,Vidingsjo,1978,3,83.0,0.0,1895000
Apartment,Linkoping,Vidingsjo,1978,3,83.0,0.0,1395000
Apartment,Linkoping,Vidingsjo,1976,3,79.0,0.0,1995000
Apartment,Linkoping,Vidingsjo,1977,2,75.0,0.0,2250000
Apartment,Linkoping,Vidingsjo,1977,2,75.0,0.0,2050000
Apartment,Linkoping,Vidingsjo,1979,3,80.0,0.0,1995000
Apartment,Linkoping,Vidingsjo,1979,3,80.0,0.0,1695000
Apartment,Linkoping,Vidingsjo,1975,2,70.0,0.0,1895000
Apartment,Linkoping,Vidingsjo,1976,3,85.0,0.0,2495000
Apartment,Linkoping,Vidingsjo,1976,3,85.0,0.0,2395000
Apartment,Linkoping,Vidingsjo,1978,3,82.0,0.0,1990000
Apartment,Linkoping,Vidingsjo,1978,2,72.0,0.0,1595000
Apartment,Linkoping,Vidingsjo,1977,3,78.0,0.0,1890000
Apartment,Linkoping,Vidingsjo,1978,1,40.0,0.0,1395000
Apartment,Linkoping,Vidingsjo,1979,1,42.0,0.0,1450000
Apartment,Linkoping,Vidingsjo,1976,1,38.0,0.0,1295000
Apartment,Linkoping,Vidingsjo,1977,1,36.0,0.0,1250000
Apartment,Linkoping,Vidingsjo,1978,1,41.0,0.0,1390000
Apartment,Linkoping,Vidingsjo,1976,2,70.0,0.0,1990000
Apartment,Linkoping,Vidingsjo,1979,2,75.0,0.0,2150000
Apartment,Linkoping,Vidingsjo,1977,2,73.0,0.0,2100000
Apartment,Linkoping,Vidingsjo,1975,2,68.0,0.0,1980000
Apartment,Linkoping,Vidingsjo,1979,3,82.0,0.0,2250000
Apartment,Linkoping,Vidingsjo,1976,1,35.0,0.0,1150000
Apartment,Linkoping,Vidingsjo,1978,1,37.0,0.0,1250000
Apartment,Linkoping,Vidingsjo,1979,1,38.0,0.0,1295000
Apartment,Linkoping,Vidingsjo,1975,1,39.0,0.0,1300000
Apartment,Linkoping,Vidingsjo,1977,1,34.0,0.0,1125000
Apartment,Linkoping,Vidingsjo,1976,2,72.0,0.0,1995000
Apartment,Linkoping,Vidingsjo,1977,2,74.0,0.0,2050000
Apartment,Linkoping,Vidingsjo,1978,2,70.0,0.0,1980000
Apartment,Linkoping,Vidingsjo,1979,2,76.0,0.0,2200000
Apartment,Linkoping,Vidingsjo,1975,2,68.0,0.0,1900000
Apartment,Linkoping,Vidingsjo,1976,3,80.0,0.0,2250000
Apartment,Linkoping,Vidingsjo,1977,3,82.0,0.0,2350000
Apartment,Linkoping,Vidingsjo,1978,3,79.0,0.0,2200000
Apartment,Linkoping,Vidingsjo,1979,3,83.0,0.0,2400000
Apartment,Linkoping,Vidingsjo,1975,3,81.0,0.0,2250000
Apartment,Linkoping,Vidingsjo,1976,2,75.0,0.0,2100000
Apartment,Linkoping,Vidingsjo,1979,2,78.0,0.0,2150000
Apartment,Linkoping,Vidingsjo,1977,2,74.0,0.0,2000000
Apartment,Linkoping,Vidingsjo,1976,1,33.0,0.0,1095000
Apartment,Linkoping,Vidingsjo,1978,1,36.0,0.0,1160000
Apartment,Linkoping,Vidingsjo,1979,1,40.0,0.0,1300000
Apartment,Linkoping,Vidingsjo,1976,1,34.0,0.0,1110000
Apartment,Linkoping,Vidingsjo,1977,1,36.5,0.0,1155000
Apartment,Linkoping,Vidingsjo,1978,1,35.0,0.0,1140000
Apartment,Linkoping,Vidingsjo,1979,1,37.5,0.0,1200000
Apartment,Linkoping,Vidingsjo,1975,1,33.0,0.0,1085000
Apartment,Linkoping,Vidingsjo,1976,2,70.0,0.0,1900000
Apartment,Linkoping,Vidingsjo,1978,2,73.0,0.0,2000000
Apartment,Linkoping,Vidingsjo,1979,2,75.0,0.0,2050000
Apartment,Linkoping,Vidingsjo,1977,2,72.0,0.0,1950000
Apartment,Linkoping,Vidingsjo,1976,3,78.0,0.0,2300000
House,Linkoping,Vidingsjo,1968,4,111.0,650.0,4650000
House,Linkoping,Vidingsjo,1991,6,131.0,1095.0,5310000
House,Linkoping,Vidingsjo,1975,5,120.0,800.0,4900000
House,Linkoping,Vidingsjo,1982,4,115.0,700.0,4750000
House,Linkoping,Vidingsjo,1995,6,140.0,1000.0,5500000
House,Linkoping,Vidingsjo,2001,5,125.0,850.0,5050000
House,Linkoping,Vidingsjo,1989,4,110.0,750.0,4700000
House,Linkoping,Vidingsjo,1978,6,135.0,950.0,5200000
House,Linkoping,Vidingsjo,2005,5,130.0,900.0,5350000
House,Linkoping,Vidingsjo,1999,5,128.0,870.0,5270000
House,Linkoping,Vidingsjo,1985,4,113.0,680.0,4800000
House,Linkoping,Vidingsjo,1972,6,142.0,1200.0,5400000
House,Linkoping,Vidingsjo,2003,4,119.0,780.0,4950000
House,Linkoping,Vidingsjo,1996,5,132.0,980.0,5150000
House,Linkoping,Vidingsjo,1977,6,137.0,1070.0,5300000
House,Linkoping,Vidingsjo,1988,5,122.0,720.0,4850000
House,Linkoping,Vidingsjo,1980,5,120.0,600.0,4700000
House,Linkoping,Vidingsjo,1980,5,120.0,850.0,4900000
House,Linkoping,Vidingsjo,1980,5,120.0,1100.0,5100000
House,Linkoping,Vidingsjo,1985,6,135.0,700.0,5250000
House,Linkoping,Vidingsjo,1985,6,135.0,950.0,5450000
House,Linkoping,Vidingsjo,1985,6,135.0,1200.0,5700000
House,Linkoping,Vidingsjo,1990,4,115.0,750.0,4800000
House,Linkoping,Vidingsjo,1990,4,115.0,1000.0,5000000
House,Linkoping,Vidingsjo,1990,4,115.0,1250.0,5250000
House,Linkoping,Vidingsjo,1978,5,110.0,800.0,4600000
House,Linkoping,Vidingsjo,1978,6,130.0,800.0,4850000
House,Linkoping,Vidingsjo,1978,4,150.0,800.0,5100000
House,Linkoping,Vidingsjo,1992,4,105.0,950.0,4700000
House,Linkoping,Vidingsjo,1992,5,125.0,950.0,4950000
House,Linkoping,Vidingsjo,1992,6,145.0,950.0,5200000
House,Linkoping,Vidingsjo,2001,5,100.0,1100.0,4750000
House,Linkoping,Vidingsjo,2001,4,120.0,1100.0,5000000
House,Linkoping,Vidingsjo,2001,6,140.0,1100.0,5300000
Apartment,Linkoping,Vallastaden,2017,4,84.0,0.0,2495000
Apartment,Linkoping,Vallastaden,2017,2,74.0,0.0,1895000
Apartment,Linkoping,Vallastaden,2017,3,71.0,0.0,2195000
Apartment,Linkoping,Vallastaden,2017,2,48.5,0.0,1845000
Apartment,Linkoping,Vallastaden,2017,1,25.0,0.0,1450000
Apartment,Linkoping,Vallastaden,2017,3,80.0,0.0,2795000
Apartment,Linkoping,Vallastaden,2017,3,67.0,0.0,1876000
Apartment,Linkoping,Vallastaden,2017,2,55.0,0.0,1540000
Apartment,Linkoping,Vallastaden,2017,3,60.0,0.0,1695000
Apartment,Linkoping,Vallastaden,2017,4,85.0,0.0,2375000
Apartment,Linkoping,Vallastaden,2017,1,40.0,0.0,1575000
Apartment,Linkoping,Vallastaden,2017,1,30.0,0.0,1350000
Apartment,Linkoping,Vallastaden,2017,3,77.0,0.0,2175000
Apartment,Linkoping,Vallastaden,2017,2,52.0,0.0,1460000
Apartment,Linkoping,Vallastaden,2017,4,90.0,0.0,2520000
Apartment,Linkoping,Vallastaden,2017,4,100.0,0.0,3100000
Apartment,Linkoping,Vallastaden,2017,2,49.0,0.0,1525000
Apartment,Linkoping,Vallastaden,2017,3,66.0,0.0,1980000
Apartment,Linkoping,Vallastaden,2017,4,78.0,0.0,2496000
Apartment,Linkoping,Vallastaden,2017,2,54.0,0.0,1620000
Apartment,Linkoping,Vallastaden,2017,3,60.0,0.0,1850000
Apartment,Linkoping,Vallastaden,2017,4,92.0,0.0,2760000
Apartment,Linkoping,Vallastaden,2017,2,74.0,0.0,2300000
Apartment,Linkoping,Vallastaden,2017,4,85.0,0.0,2635000
Apartment,Linkoping,Vallastaden,2017,3,77.0,0.0,2390000
Apartment,Linkoping,Vallastaden,2017,2,58.0,0.0,1740000
Apartment,Linkoping,Vallastaden,2017,2,46.0,0.0,1450000
Apartment,Linkoping,Vallastaden,2017,3,79.0,0.0,2465000
Apartment,Linkoping,Vallastaden,2017,3,69.0,0.0,2100000
Apartment,Linkoping,Vallastaden,2017,4,88.0,0.0,2840000
Apartment,Linkoping,Vallastaden,2017,3,70.0,0.0,2190000
Apartment,Linkoping,Vallastaden,2017,2,64.0,0.0,2050000
Apartment,Linkoping,Vallastaden,2017,4,95.0,0.0,3100000
Apartment,Linkoping,Vallastaden,2017,3,62.0,0.0,1905000
Apartment,Linkoping,Vallastaden,2017,2,50.0,0.0,1530000
Apartment,Linkoping,Vallastaden,2017,3,68.0,0.0,2175000
Apartment,Linkoping,Vallastaden,2017,4,81.0,0.0,2535000
Apartment,Linkoping,Vallastaden,2017,3,76.0,0.0,2355000
Apartment,Linkoping,Vallastaden,2017,4,84.0,0.0,2495000
Apartment,Linkoping,Vallastaden,2017,2,74.0,0.0,1895000
Apartment,Linkoping,Vallastaden,2017,3,71.0,0.0,2195000
Apartment,Linkoping,Vallastaden,2017,2,48.5,0.0,1845000
Apartment,Linkoping,Vallastaden,2017,1,25.0,0.0,1450000
Apartment,Linkoping,Vallastaden,2017,3,80.0,0.0,2795000
Apartment,Linkoping,Vallastaden,2017,3,67.0,0.0,1876000
Apartment,Linkoping,Vallastaden,2017,2,55.0,0.0,1540000
Apartment,Linkoping,Vallastaden,2017,3,60.0,0.0,1695000
Apartment,Linkoping,Vallastaden,2017,4,85.0,0.0,2375000
Apartment,Linkoping,Vallastaden,2017,1,40.0,0.0,1575000
Apartment,Linkoping,Vallastaden,2017,1,30.0,0.0,1350000
Apartment,Linkoping,Vallastaden,2017,3,77.0,0.0,2175000
Apartment,Linkoping,Vallastaden,2017,2,52.0,0.0,1460000
Apartment,Linkoping,Vallastaden,2017,4,90.0,0.0,2520000
Apartment,Linkoping,Vallastaden,2017,4,100.0,0.0,3100000
Apartment,Linkoping,Vallastaden,2017,2,49.0,0.0,1525000
Apartment,Linkoping,Vallastaden,2017,3,66.0,0.0,1980000
Apartment,Linkoping,Vallastaden,2017,4,78.0,0.0,2496000
Apartment,Linkoping,Vallastaden,2017,2,54.0,0.0,1620000
Apartment,Linkoping,Vallastaden,2017,3,60.0,0.0,1850000
Apartment,Linkoping,Vallastaden,2017,4,92.0,0.0,2760000
Apartment,Linkoping,Vallastaden,2017,2,74.0,0.0,2300000
Apartment,Linkoping,Vallastaden,2017,4,85.0,0.0,2635000
Apartment,Linkoping,Vallastaden,2017,3,77.0,0.0,2390000
Apartment,Linkoping,Vallastaden,2017,2,58.0,0.0,1740000
Apartment,Linkoping,Vallastaden,2017,3,72.0,0.0,2150000
Apartment,Linkoping,Vallastaden,2017,3,65.0,0.0,2055000
Apartment,Linkoping,Vallastaden,2017,4,83.0,0.0,2580000
Apartment,Linkoping,Vallastaden,2017,2,50.0,0.0,1500000
Apartment,Linkoping,Vallastaden,2017,4,96.0,0.0,3105000
Apartment,Linkoping,Vallastaden,2017,3,74.0,0.0,2320000
Apartment,Linkoping,Vallastaden,2017,2,68.0,0.0,2020000
Apartment,Linkoping,Vallastaden,2017,4,91.0,0.0,2980000
Apartment,Linkoping,Vallastaden,2017,3,73.0,0.0,2290000
Apartment,Linkoping,Vallastaden,2017,2,61.0,0.0,1955000
Apartment,Linkoping,Vallastaden,2017,4,97.0,0.0,3100000
Apartment,Linkoping,Vallastaden,2017,3,79.0,0.0,2400000
Apartment,Linkoping,Vallastaden,2017,2,44.0,0.0,1370000
Apartment,Linkoping,Vallastaden,2017,4,82.0,0.0,2550000
Apartment,Linkoping,Vallastaden,2017,4,89.0,0.0,2930000
House,Linkoping,Vallastaden,2015,5,130.0,325.0,5895000
House,Linkoping,Vallastaden,2015,5,130.0,325.0,5895000
House,Linkoping,Vallastaden,2015,4,125.0,300.0,5650000
House,Linkoping,Vallastaden,2015,6,145.0,350.0,6200000
House,Linkoping,Vallastaden,2015,5,140.0,340.0,6050000
House,Linkoping,Vallastaden,2015,3,110.0,280.0,5500000
House,Linkoping,Vallastaden,2015,4,135.0,320.0,6000000
House,Linkoping,Vallastaden,2015,5,150.0,360.0,6400000
House,Linkoping,Vallastaden,2015,6,160.0,380.0,6700000
House,Linkoping,Vallastaden,2015,4,120.0,310.0,5800000
House,Linkoping,Vallastaden,2015,5,125.0,330.0,5900000
House,Linkoping,Vallastaden,2015,5,130.0,325.0,5895000
House,Linkoping,Vallastaden,2015,4,120.0,325.0,5700000
House,Linkoping,Vallastaden,2015,3,110.0,325.0,5500000
House,Linkoping,Vallastaden,2015,6,140.0,325.0,6100000
House,Linkoping,Vallastaden,2015,5,125.0,325.0,5800000
House,Linkoping,Vallastaden,2015,5,130.0,300.0,5850000
House,Linkoping,Vallastaden,2015,5,130.0,350.0,5920000
House,Linkoping,Vallastaden,2015,5,130.0,275.0,5780000
House,Linkoping,Vallastaden,2015,4,130.0,340.0,5895000
House,Linkoping,Vallastaden,2015,5,140.0,400.0,6200000
House,Linkoping,Vallastaden,2016,5,135.0,325.0,5990000
House,Linkoping,Vallastaden,2017,4,130.0,325.0,5900000
House,Linkoping,Vallastaden,2018,3,125.0,325.0,5700000
House,Linkoping,Vallastaden,2019,6,145.0,325.0,6200000
House,Linkoping,Vallastaden,2020,5,128.0,325.0,5950000
House,Linkoping,Vallastaden,2018,5,135.0,300.0,5900000
House,Linkoping,Vallastaden,2017,5,135.0,350.0,6100000
House,Linkoping,Vallastaden,2019,5,135.0,275.0,5750000
House,Linkoping,Vallastaden,2020,4,135.0,340.0,5990000
House,Linkoping,Vallastaden,2016,5,145.0,400.0,6350000
House,Linkoping,Vallastaden,2015,5,150.0,325.0,6290000
House,Linkoping,Vallastaden,2019,4,140.0,325.0,6050000
House,Linkoping,Vallastaden,2018,3,135.0,325.0,5900000
House,Linkoping,Vallastaden,2020,6,155.0,325.0,6400000
House,Linkoping,Vallastaden,2017,5,138.0,325.0,6200000
House,Linkoping,Vallastaden,2015,5,145.0,300.0,6250000
House,Linkoping,Vallastaden,2016,5,145.0,350.0,6400000
House,Linkoping,Vallastaden,2018,5,140.0,275.0,6000000
House,Linkoping,Vallastaden,2019,4,130.0,340.0,5950000
House,Linkoping,Vallastaden,2020,5,142.0,375.0,6200000
House,Linkoping,Vallastaden,2017,3,130.0,325.0,5800000
Apartment,Linkoping,Vasastaden,2017,3,99.0,0.0,3575000
Apartment,Linkoping,Vasastaden,1929,4,100.0,0.0,3195000
Apartment,Linkoping,Vasastaden,2016,2,70.0,0.0,2500000
Apartment,Linkoping,Vasastaden,1930,3,85.0,0.0,2550000
Apartment,Linkoping,Vasastaden,2005,4,120.0,0.0,4100000
Apartment,Linkoping,Vasastaden,1950,3,75.0,0.0,2800000
Apartment,Linkoping,Vasastaden,1995,2,55.0,0.0,1850000
Apartment,Linkoping,Vasastaden,2012,3,90.0,0.0,3200000
Apartment,Linkoping,Vasastaden,2015,2,67.0,0.0,2300000
Apartment,Linkoping,Vasastaden,2019,3,72.0,0.0,3000000
